93,"Avenida Governador Mário Covas Júnior",68,Estuário,Santos,SP,11020300
94,"Rua Doutor Vítor de Lamare",11,Boqueirão,Santos,SP,11045340
95,"Rua Doutor Guedes Coelho",94,Encruzilhada,Santos,SP,11050230
96,"Rua Princesa Isabel",37,Itararé,"São Vicente",SP,11320310
97,"Rua Doutor Luís de Faria",18,Gonzaga,Santos,SP,11060481
98,"Rua Oswaldo Cruz",179,Boqueirão,Santos,SP,11045101
99,"Rua João Luzo",32,Macuco,Santos,SP,11020080
100,"Avenida Brigadeiro Faria Lima",312,"Rádio Clube",Santos,SP,11088300
101,"Rua Carlos de Campos",23,"Ponta da Praia",Santos,SP,11030470
102,"Rua Doutor Egydio Martins",241,"Ponta da Praia",Santos,SP,11030160
103,"Rua Alfredo Shammass",14,Marapé,Santos,SP,11070420
104,"Rua Doutor Artur Porchat de Assis",38,Boqueirão,Santos,SP,11045540
105,"Rua Francisco de Paula Ribeiro",82,Estuário,Santos,SP,11020350
106,"Avenida São Francisco",276,Centro,Santos,SP,11013202
107,"Rua Barão de Paranapiacaba",225,Encruzilhada,Santos,SP,11050250
108,"Rua Comendador Alfaia Rodrigues",468,Aparecida,Santos,SP,11025152
109,"Rua Padre Anchieta",327,Macuco,Santos,SP,11015120
110,"Rua Ministro João Mendes",150,Embaré,Santos,SP,11040260
111,"Rua João de Barros",61,Estuário,Santos,SP,11025260
112,"Rua Octavio Corrêa",98,Estuário,Santos,SP,11025230
113,"Rua Afonso Celso de Paula Lima",39,"Ponta da Praia",Santos,SP,11030460
114,"Avenida Senador Feijó",475,"Vila Mathias",Santos,SP,11015505
115,"Rua José Knudsen",188,Estuário,Santos,SP,11020340
116,"Avenida São Francisco",389,Centro,Santos,SP,11013202
117,"Rua Moema",73,"Ponta da Praia",Santos,SP,11030055
118,"Avenida Affonso Penna",s/n,Boqueirão,Santos,SP,11020000
119,"joao  v",2,itarare,"São Vicente",SP,11310050
120,"Rua João Caetano",57,"Campo Grande",Santos,SP,11070310
121,"Rua Aureliano Coutinho",102,Embaré,Santos,SP,11040240
122,"Rua Alexandre Martins",196,Aparecida,Santos,SP,11025200
123,"Avenida Almirante Saldanha da Gama",83,"Ponta da Praia",Santos,SP,11030401
124,"Rua Júlio Conceição",62,"Vila Mathias",Santos,SP,11015540
125,"Rua Edu Brancato",38,Embaré,Santos,SP,11040230
126,"Avenida Rangel Pestana",34,"Vila Mathias",Santos,SP,11013550
127,"Rua República do Peru",43,"Ponta da Praia",Santos,SP,11030290
128,"Rua Adolfo Lutz",22,"Ponta da Praia",Santos,SP,11035060
129,"Rua Doutor Isidoro José Ribeiro Campos",43,"Ponta da Praia",Santos,SP,11030490
130,"Rua Adolfo Lutz",75,"Ponta da Praia",Santos,SP,11035060
131,"Rua Bassim Nagib Trabulsi",97,"Ponta da Praia",Santos,SP,11030540
132,"av dos bandeirantes,",1275,alemoa,santos,AC,11092300
133,"Avenida Doutor Bernardino de Campos",318,Pompéia,Santos,SP,11065000
134,"Rua Vereador Henrique Soler",225,"Ponta da Praia",Santos,SP,11030011
135,"Rua Cidade de Antióquia",42,Macuco,Santos,SP,11020060
136,"Rua Vereador Rocha e Silva",2,"Ponta da Praia",Santos,SP,11035140
137,"Rua Rodrigo Silva",167,Macuco,Santos,SP,11015240
138,"Rua Vinte e Oito de Setembro",264,Macuco,Santos,SP,11015110
139,"Rua Vinte e Oito de Setembro",264,Macuco,Santos,SP,11015110
140,"Rua Doutor Batista Pereira",48,Macuco,Santos,SP,11015100
141,"Avenida Ana Costa",216,"Vila Mathias",Santos,SP,11060000
142,"Avenida Ana Costa",216,"Vila Mathias",Santos,SP,11060000
143,"Rua Bittencourt",139,"Vila Nova",santos,SP,11013300
144,"Avenida Siqueira Campos",121,Boqueirão,Santos,SP,11045200
145,"Rua Santa Catarina",144,"José Menino",Santos,SP,11065670
146,"Rua Ministro João Mendes",231,Embaré,Santos,SP,11040260
147,"Rua André Vidal de Negreiros",36,"Ponta da Praia",Santos,SP,11035080
148,"Rua Campos Mello",215,"Vila Mathias",Santos,SP,11015011
149,"Avenida Marechal Floriano Peixoto",98,Gonzaga,Santos,SP,11060300
150,"Praça Almirante Gago Coutinho",40,"Ponta da Praia",Santos,SP,11030200
151,"Avenida Washington Luís",81,"Vila Mathias",Santos,SP,11050201
152,"Rua Santos Dumont",66,Estuário,Santos,SP,11015230
153,"Rua Azevedo Sodré",30,Gonzaga,Santos,SP,11055051
154,"Rua Doutor Carvalho de Mendonça",719,Marapé,Santos,SP,11070103
155,"Rua Pernambuco",107,Gonzaga,Santos,SP,11065050
156,"Avenida Doutor Epitácio Pessoa",316,Boqueirão,Santos,SP,11045300
157,"Rua Xavier Pinheiro",144,"Vila Mathias",Santos,SP,11015090
158,"Rua Professor Torres Homem",50,Boqueirão,Santos,SP,11025020
159,"Rua Godofredo Fraga",14,Marapé,Santos,SP,11070400
160,"Rua Doutor Cleóbulo Amazonas Duarte",8,Macuco,Santos,SP,11020220
161,"Rua Dona Anália Franco",7,Aparecida,Santos,SP,11040070
162,"Avenida Affonso Penna",358,Boqueirão,Santos,SP,11020000
163,"Avenida Siqueira Campos",121,Boqueirão,Santos,SP,11045200
164,"Avenida Coronel Joaquim Montenegro",365,Aparecida,Santos,SP,11035003
165,"Avenida Conselheiro Rodrigues Alves",83,Macuco,Santos,SP,11015201
166,"Rua Nabuco de Araújo",655,Boqueirão,Santos,SP,11025010
167,"Avenida Marechal Floriano Peixoto",235,"José Menino",Santos,SP,11060303
168,"Avenida Siqueira Campos",121,Boqueirão,Santos,SP,11045200
169,"Avenida Brigadeiro Faria Lima",312,"Rádio Clube",Santos,SP,11088300
170,"Rua Doutor Antônio Alves Arantes",s/n,Castelo,Santos,SP,11087510
171,"Avenida São Francisco",389,Centro,Santos,SP,11013202
172,"Praça Coração de Maria",18,"Ponta da Praia",Santos,SP,11030280
173,"Rua Professor Torres Homem",137,Boqueirão,Santos,SP,11025020
174,"Avenida Siqueira Campos",121,Boqueirão,Santos,SP,11045200
175,"Rua Antônio Maia",90,Macuco,Santos,SP,11020310
176,"Avenida Cândido Gafree",154,Docas,Santos,SP,11013240
177,"Rua Alexandre Rodrigues",41,Centro,Santos,SP,11010170
178,"Avenida Almirante Saldanha da Gama",s/n,"Ponta da Praia",Santos,SP,11030401
179,"Rua Frei Gaspar",101,Centro,Santos,SP,11010091
180,"Avenida Rei Alberto I",434,"Ponta da Praia",Santos,SP,11030380
181,"Rua André Vidal de Negreiros",102,"Ponta da Praia",Santos,SP,11035080
182,"Avenida Doutor Epitácio Pessoa",617,Aparecida,Santos,SP,11030601
183,"Rua Doutor Egydio Martins",70,"Ponta da Praia",Santos,SP,11030160
184,"Rua Amaral Gurgel",44,"Ponta da Praia",Santos,SP,11035120
185,"Rua Brigadeiro Galvão",33,"Ponta da Praia",Santos,SP,11030370
186,"Rua Santos Dumont",66,Estuário,Santos,SP,11015230
187,"Rua Ricardo Pinto",157,Aparecida,Santos,SP,11035171
188,"Avenida Bartolomeu de Gusmão",120,Aparecida,Santos,SP,11045401
189,"Rua Cunha Moreira",211,Encruzilhada,Santos,SP,11050241
190,"Rua Alexandre Martins",341,Aparecida,Santos,SP,11025201
191,"Rua Araguaya",11,"Vila Belmiro",Santos,SP,11075280
192,"Rua Doutor Carvalho de Mendonça",379,"Vila Belmiro",Santos,SP,11070101
193,"Rua Doutor Carvalho de Mendonça",64,Marapé,Santos,SP,11070103
194,"Avenida Dino Bueno",35,"Ponta da Praia",Santos,SP,11030351
195,"Avenida Doutor Epitácio Pessoa",316,Boqueirão,Santos,SP,11045300
196,"av dos bandeirantes,",1275,alemoa,santos,AC,11092300
197,"Rua Frei Francisco Sampaio",20,Embaré,Santos,SP,11040220
198,"Rua Inglaterra",3,"Ponta da Praia",Santos,SP,11030510
199,"Rua Princesa Isabel",61,"Vila Belmiro",Santos,SP,11075501
200,"Rua José Knudsen",188,Estuário,Santos,SP,11020340
201,"Rua Euclides da Cunha",49,Gonzaga,Santos,SP,11065100
202,"Rua Liberdade",525,Aparecida,Santos,SP,11025032
203,"Rua Luiz de Mattos",116,Estuário,Santos,SP,11020330
204,"Avenida Conselheiro Nébias",863,Boqueirão,Santos,SP,11045003
205,"Rua 9 de Julho",50,Marapé,Santos,SP,11070150
206,"Rua Oswaldo Cruz",206,Boqueirão,Santos,SP,11045100
207,"Rua Paraguai",140,Gonzaga,Santos,SP,11060490
208,"Rua 1º de Maio",146,Aparecida,Santos,SP,11035180
209,"Avenida Almirante Saldanha da Gama",s/n,"Ponta da Praia",Santos,SP,11030400
210,"Rua São Sebastião",252,"Chico de Paula",Santos,SP,11085270
211,"Rua Tocantins",3,Gonzaga,Santos,SP,11055340
212,"Rua Professor Torres Homem",289,Boqueirão,Santos,SP,11025020
213,"Rua Vinte e Oito de Setembro",219,Macuco,Santos,SP,11015110
214,"Rua Doutor Vítor de Lamare",39,Boqueirão,Santos,SP,11045340
215,"Avenida Presidente Wilson",70,Gonzaga,Santos,SP,11065200
216,"Avenida Doutor Pedro Lessa",2816,Aparecida,Santos,SP,11025003
217,"Rua Major Santos Silva",23,Embaré,Santos,SP,11025100
218,"Rua São Paulo",161,"Vila Belmiro",Santos,SP,11075330
219,"Avenida Bartolomeu de Gusmão",65,Boqueirão,Santos,SP,11045400
220,"Rua Doutor Carvalho de Mendonça",582,"Vila Belmiro",Santos,SP,11070102
221,"Rua Visconde de Cayru",62,"Campo Grande",Santos,SP,11075700
222,"Rua Frei Vital",236,Embaré,Santos,SP,11025090
223,"Praça Coração de Maria",18,"Ponta da Praia",Santos,SP,11030280
224,"Rua Doutor Cochrane",211,Paquetá,Santos,SP,11013100
225,"Avenida Marechal Floriano Peixoto",290,Gonzaga,Santos,SP,11060300
226,"Rua Para",41,"Campo Grande",Santos,SP,11075415
227,"Avenida Washington Luís",63,"Vila Mathias",Santos,SP,11050201
228,"Rua Cidade de Cunha",21,"Ponta da Praia",Santos,SP,11030340
229,"Rua Enguaguaçu",94,"Ponta da Praia",Santos,SP,11035071
230,"Rua Inglaterra",10,"Ponta da Praia",Santos,SP,11030510
231,"Rua Professor Doutor Olavo de Paula Borges",56,"Ponta da Praia",Santos,SP,11035130
232,"Rua Bassim Nagib Trabulsi",50,"Ponta da Praia",Santos,SP,11030540
233,"Rua Euclides da Cunha",87,Gonzaga,Santos,SP,11065100
234,"joao  v",2,itarare,"São Vicente",SP,11310050
235,"Rua Quatro",60,"Morro Penha",Santos,SP,11081225
236,"Rua Martin Afonso",90,Centro,Santos,SP,11010060
237,"Rua Pedro Borges Gonçalves",72,"José Menino",Santos,SP,11065300
238,"Praça Engenheiro José Rebouças",15,"Ponta da Praia",Santos,SP,11030000
239,"Avenida Doutor Pedro Lessa",2208,Aparecida,Santos,SP,11025002
240,"Rua Galeão Coutinho",307,Embaré,Santos,SP,11040210
241,"Avenida Brigadeiro Faria Lima",312,"Rádio Clube",Santos,SP,11088300
242,"Avenida Doutor Epitácio Pessoa",236,Aparecida,Santos,SP,11030601
243,"Rua Santos Dumont",66,Estuário,Santos,SP,11015230
244,"Rua Bassim Nagib Trabulsi",107,"Ponta da Praia",Santos,SP,11030540
245,"Rua Benjamin Constant",128,Embaré,Santos,SP,11040140
246,"Rua Benjamin Constant",128,Embaré,Santos,SP,11040140
247,"Rua Oswaldo Cruz",84,Boqueirão,Santos,SP,11045101
248,"Rua Conselheiro João Alfredo",317,Macuco,Santos,SP,11015220
249,"Rua Itororó",66,Centro,Santos,SP,11010070
250,"Rua Borges",144,Macuco,Santos,SP,11015145
251,"Rua Itororó",138,Centro,Santos,SP,11010071
252,"Rua Inglaterra",11,"Ponta da Praia",Santos,SP,11030510
253,"Avenida General Francisco Glicério",463,Gonzaga,Santos,SP,11065400
254,"Rua Princesa Isabel",37,Itararé,"São Vicente",SP,11320310
255,"Rua Duque de Caxias",36,"Campo Grande",Santos,SP,11075680
256,"Rua Goiás",130,Gonzaga,Santos,SP,11050101
257,"Rua João Luzo",36,Macuco,Santos,SP,11020080
258,"Rua Mansueto Pierotti",18,Valongo,Santos,SP,11010270
259,"Avenida Senador Feijó",787,Encruzilhada,Santos,SP,11050300
260,"Rua Mansueto Pierotti",18,Valongo,Santos,SP,11010270
261,"Avenida Ana Costa",516,"Vila Mathias",Santos,SP,11060000
262,"Rua Doutor Armando de Sales Oliveira",83,Boqueirão,Santos,SP,11050070
263,"Rua Luís de Camões",213,"Vila Mathias",Santos,SP,11015401
264,"Rua Pedro Américo",294,"Campo Grande",Santos,SP,11075400
265,"Rua Saturnino de Brito",366,Marapé,Santos,SP,11070000
266,"Avenida Presidente Wilson",68,Gonzaga,Santos,SP,11065200
267,"Rua Barão de Ramalho",80,Macuco,Santos,SP,11015320
268,"Rua Doutor Egydio Martins",241,"Ponta da Praia",Santos,SP,11030160
269,"Rua Marechal Deododo",74,Gonzaga,Santos,SP,11060400
270,"Rua Ricardo Pinto",186,Aparecida,Santos,SP,11035170
271,"Rua Parana",136,"Vila Mathias",Santos,SP,11075320
272,"Rua Pedro Americo",168,"Campo Grande",Santos,SP,11075401
273,"Rua Roberto sandall",181,"Ponta da Praia",Santos,SP,11030530
274,"Av Epitacio Pessoa",580,"Ponta da Praia",Santos,AC,11030600
275,"Rua Visconde de Cayru",190,"Campo Grande",Santos,SP,11075701
276,"Rua Joana Monte Bastos",29,Boqueirão,Santos,SP,11050110
277,"Avenida Doutor Pedro Lessa",578,Embaré,Santos,SP,11025002
278,"Avenida Doutor Pedro Lessa",578,Embaré,Santos,SP,11025002
279,"Rua Arabutan",58,Aparecida,Santos,SP,11035220
280,"Av Floriano Peixoto",80,Gonzaga,Santos,SP,11060300
281,"Rua Oswaldo Cruz,",469,Boqueirão,Santos,SP,11045101
282,"Rua Joao Alfredo",345,Macuco,santos,SP,11015220
283,"Rua Joaquim Tavora",344,"Vila Mathias",Santos,SP,11075300
284,"Rua Borges",88,Macuco,Santos,SP,11015140
285,"Rua Boris Kauffmann",5,"Chico de Paula",Santos,SP,11085400
286,"Rua Bassim Nagib Trabulsi,",145,"Ponta da Praia",Santos,SP,11030540
287,"são jose",59,Embaré,santos,SP,11040200
288,"bernardoo browne",23,estuario,santos,SP,11025240
289,"Rua Goiás",130,Gonzaga,Santos,SP,11050101
290,"Avenida Affonso Penna",358,Boqueirão,Santos,SP,11020000
291,"Rua Campos Mello",215,"Vila Mathias",Santos,SP,11015011
292,"Avenida Governador Mário Covas Júnior",68,Estuário,Santos,SP,11020300
293,"adolfo lutz",109,"Ponta da Praia",santos,SP,11035060
294,enguaguacu,82,"Ponta da Praia",Santos,SP,11035071
295,"Rua Boris Kauffmann",5,"Chico de Paula",Santos,SP,11085400
296,"Rua Dona Maria Máximo",71,"Ponta da Praia",Santos,SP,11030101
297,"Rua General Câmara",84,Centro,Santos,SP,11010120
298,"Avenida Senador Feijó",82,Centro,Santos,SP,11015500
299,"Rua Brigadeiro Newton Braga",14/16,Saboó,Santos,SP,11085005
300,"olavo de paula borges",56,"Ponta da Praia",Santos,SP,11035130
301,"Rua Pedro Borges Gonçalves",72,"José Menino",Santos,SP,11065300
302,"Rua Riachuelo",71,Centro,Santos,SP,11010021
303,"Rua São Sebastião",252,"Chico de Paula",Santos,SP,11085270
304,"benjamin constant",293,embare,Santos,SP,11040140
305,"ayrton senna da silva",42,itarare,Santos,SP,11321000
306,"Bartolomeu de Gusmão,",47,Aparecida,Santos,SP,11045401
307,"Rua Vinte e Oito de Setembro",102,Macuco,Santos,SP,11015110
308,"Rua Santos Dumont",66,Estuário,Santos,SP,11015230
309,"av dos bandeirantes,",1275,alemoa,santos,SP,11092300
310,"Rua Doutor Bernardo Browne",186,Estuário,Santos,SP,11025240
311,"bezerra de menezes",133,estuario,Santos,SP,11020050
312,"Campos Melo,",325,Encruzilhada,Santos,SP,11015012
313,"Epitacio Pessoa,",230,Boqueirao,SANTOS,SP,11045300
314,inglaterra,4,"Ponta da Praia",Santos,SP,11030510
315,"Avenida Brigadeiro Faria Lima",312,"Rádio Clube",Santos,SP,11088300
316,"Rua Vinte e Oito de Setembro",102,Macuco,Santos,SP,11015110
317,"Rua Almirante Ernesto de Mello Júnior",217,Aparecida,Santos,SP,11035300
318,"Rua Cypriano Barata",72,"Ponta da Praia",Santos,SP,11030065
319,"Avenida Senador Feijó",521,Centro,Santos,SP,11015500
320,"Avenida Santista",s/n,"Morro Nova Cintra",Santos,SP,11080000
321,"Avenida Jovino de Mello, 942",942,"bom retiro",Santos,SP,11089001
322,"Avenida Coronel Joaquim Montenegro",40,"Ponta da Praia",Santos,SP,11035000
323,"Rua Nabuco de Araújo",655,Boqueirão,Santos,SP,11025010
324,"Avenida Washington Luís",528,Gonzaga,Santos,SP,11055000
325,"Rua Amador Bueno",213,Centro,Santos,SP,11013150
326,"Rua Frei Francisco Sampaio",207,Embaré,Santos,SP,11040221
327,"Rua Governador Pedro de Toledo, 100",78,Boqueirão,Santos,SP,11015550
328,"Rua Nabuco de Araújo, 97",97,Boqueirão,Santos,SP,11025010
329,"Rua Firmino Barbosa",128,Boqueirão,Santos,SP,11055130
330,"Av  Conselheiro Nebias",575,Boqueirão,Santos,SP,11045901
331,"Rua Oswaldo Cruz",179,Boqueirão,Santos,SP,11045101
332,"Av Senador Dantas",189,Macuco,Santos,SP,11015211
333,"Praça Coração de Maria, 18",18,"Ponta da Praia",Santos,SP,11030280
334,"Praça Engenheiro José Rebouças, 15",15,"Ponta da Praia",Santos,SP,11030000
335,"Av Afonso Pena",810,"Ponta da Praia",Santos,SP,11020005
336,"Avenida Siqueira Campos, 121",121,Macuco,Santos,SP,11045200
337,"Rua Doutor Armando de Sales Oliveira",15,Boqueirão,Santos,SP,11050070
338,"Rua Doutor Armando de Sales Oliveira",15,Boqueirão,Santos,SP,11050070
339,"Rua Doutor Armando de Sales Oliveira",15,Boqueirão,Santos,SP,11050070
340,"Rua Doutor Armando de Sales Oliveira",15,Boqueirão,Santos,SP,11050070
341,"Rua Doutor Armando de Sales Oliveira",15,Boqueirão,Santos,SP,11050070
342,"Mario covas/ Alfaya Rodriges",s/n,Estuário,Santos,SP,11020300
343,"Rua Tiradentes, 20",20,"Vila Belmiro",Santos,SP,11075530
344,"Rua Santos Dumont",66,Estuário,Santos,SP,11015230
347,"Rua Santos Dumont",66,Estuário,Santos,SP,11015230
345,"Rua Armando Sales de Oliveira",15,Boqueirão,Santos,SP,11050070
346,"Praça Jose Bonifacio",19,Centro,Santos,SP,11013190
348,"Rua Pedro Ameico",231,"Campo Grande",Santos,SP,11075401
349,"Rua Vergueiro Steidel",333,Aparecida,Santos,SP,11040271
350,"Rua Braz Cubas",36,Centro,Santos,SP,11013161
351,"Rua Dom Pedro II",75,Centro,Santos,SP,11010080
352,"Rua Alexandre Herculano",150,Gonzaga,Santos,SP,11050031
353,"Avenida Affonso Penna",363,Macuco,Santos,SP,11020001
354,"Rua Silva Jardim",90,"Vila Mathias",Santos,SP,11015020
355,"Rua Doutor Carvalho de Mendonça",814,Encruzilhada,Santos,SP,11070100
356,"Francisco Glicerio,",77,GONZAGA,SANTOS,SP,11065410
357,"Rua José Knudsen",188,Estuário,Santos,SP,11020340
358,"Alberto Bacarat,",61,Boqueirão,Santos,SP,11075415
359,"Germano Melchert,",6,Embaré,Santos,SP,11045210
360,"Germano Melchert,",6,Embaré,Santos,SP,11045210
361,"Pedro Américo,",86,"Campo Grande",Santos,SP,11075400
362,"Avenida Doutor Bernardino de Campos",278,"Campo Grande",Santos,SP,11065002
363,"Praca  nasciso de andrade",46,"vila novoa",santos,SP,11035560
364,"Travessa Aliança",4,Gonzaga,Santos,SP,11060240
365,"Rua Doutor Arnaldo de Carvalho",196,"Campo Grande",Santos,SP,11075430
366,"Praça República",62,Centro,Santos,SP,11013010
367,"Rua Bassim Nagib Trabulsi",107,"Ponta da Praia",Santos,SP,11030540
368,"Rua Santos Dumont",66,Estuário,Santos,SP,11015230
369,"Avenida Doutor Pedro Lessa",1225,"Ponta da Praia",Santos,SP,11025001
370,"Avenida Affonso Penna",s/n,Boqueirão,Santos,SP,11020000
371,"Rua Padre Anchieta",327,Macuco,Santos,SP,11015120
372,"Rua Santos Dumont",66,Estuário,Santos,SP,11015230
373,"Rua Pedro Borges Gonçalves",72,"José Menino",Santos,SP,11065300
374,"Rua Quatro",60,"Morro Penha",Santos,SP,11081225
375,"Avenida Rei Alberto I",197,"Ponta da Praia",Santos,SP,11030380
376,"Rua Doutor Carlos Alberto Curado (Morro do José Menino)",sn,"José Menino",Santos,SP,11065710
377,"Avenida Marechal Floriano Peixoto",66,Gonzaga,Santos,SP,11060300
378,"Rua Dona Amélia Leuchtenberg",36,"Ponta da Praia",Santos,SP,11030020
379,"Avenida Affonso Penna",32,Boqueirão,Santos,SP,11020000
380,"Rua Quincio Peirão",8,"Ponta da Praia",Santos,SP,11030040
381,"Rua Professor Doutor Olavo de Paula Borges",69,"Ponta da Praia",Santos,SP,11035130
382,"Rua Amaral Gurgel",53,"Ponta da Praia",Santos,SP,11035120
383,"Rua Santos Dumont",66,Estuário,Santos,SP,11015230
